job_id,memory_GB,network_log10_MBps,local_IO_log10_MBps,NFS_IO_log10_MBps,failed
jobID1653134,24.5203,3.4991,-0.3046,-3.0000,0
jobID1513958,15.4588,3.5326,-0.5545,-1.0623,0
jobID720590,29.5468,2.6814,-0.5717,1.6442,0
jobID997145,124.9037,2.7061,-0.8452,-3.0000,0
jobID914432,7.3705,0.5954,-0.2194,-0.6951,0
jobID401604,14.6682,-2.0690,-0.9621,-3.0000,0
jobID757438,7.3077,-1.5292,0.9949,-3.0000,0
jobID1567623,144.8928,1.8640,1.3545,-0.5854,0
jobID350125,15.0093,-1.2028,-0.6911,-2.1302,0
jobID1463160,8.0788,-0.2322,0.8542,-3.0000,0
jobID1470315,22.3504,3.5139,-0.8402,-3.0000,0
jobID961230,20.8471,3.0010,-0.4282,2.6424,0
jobID3078889,12.5083,2.6398,-0.9044,0.2919,0
jobID2375082,10.6964,1.5569,-1.4008,-2.9241,0
jobID1919407,9.7863,0.5272,0.3098,-0.0415,0
jobID2336351,7.8090,-1.1567,-1.0277,-1.3864,0
jobID1217283,13.5112,1.0426,-0.8485,-2.9995,0
jobID1258050,24.7405,2.5258,-0.6342,1.6167,0
jobID1442105,24.8824,0.3822,0.3194,0.2481,0
jobID544274,7.6733,-0.2025,0.3126,-3.0000,0
jobID3551614,5.3789,2.6195,-1.4931,-2.6554,0
jobID791855,55.2564,2.2269,-0.2105,-3.0000,0
jobID664845,7.3770,0.3303,-0.5416,-3.0000,0
jobID924780,9.5890,-1.3429,-0.1447,-3.0000,0
jobID2010221,64.7223,3.2633,-0.8541,-2.0106,0
jobID475301,72.9907,-1.0204,0.1380,-2.9953,0
jobID1967723,31.1188,2.6548,-0.4163,1.6971,0
jobID1165368,16.1712,-0.9186,0.9187,-3.0000,0
jobID723132,14.9327,3.6611,-0.9174,0.8799,0
jobID241657,7.3438,2.9510,-0.6680,-3.0000,0
jobID3346675,10.3642,3.0924,0.0246,-3.0000,0
jobID1774196,29.5928,2.8457,-0.6352,1.7512,0
jobID917277,21.4354,2.3974,-1.3327,-1.8307,0
jobID1177128,29.4549,-1.4219,-0.6516,-3.0000,0
jobID2728917,6.1319,2.5436,-0.3598,-2.3740,0
jobID1546733,15.1242,-0.3307,0.7922,-3.0000,1
jobID3341995,10.9303,-1.6120,0.7338,-3.0000,0
jobID1971290,8.1296,2.2071,-0.9777,-0.1653,0
jobID64197,10.9464,0.7016,-0.1849,-3.0000,0
jobID2313876,21.9585,0.1526,0.4283,-3.0000,0
jobID1313439,33.6921,2.8299,-0.2266,-1.0131,1
jobID1237884,10.1938,3.1524,-1.0268,1.7591,0
jobID3636366,32.7464,-1.2780,0.9886,-2.9051,0
jobID1606463,9.8029,1.6331,-0.8959,1.6253,0
jobID702336,14.9719,2.1020,-0.6262,-3.0000,0
jobID1014441,7.6940,-1.8626,-0.3873,-3.0000,0
jobID1014977,7.4904,-1.1248,-1.1144,-1.1631,0
jobID3190928,26.1955,3.2137,-1.1234,-3.0000,1
jobID3178070,4.9517,0.5504,0.6304,-3.0000,1
jobID494018,11.0837,1.0865,-0.0336,-3.0000,0
jobID3323920,32.6696,-1.3272,1.1140,-2.9051,0
jobID623246,78.2927,3.2996,0.8136,-3.0000,0
jobID2067614,20.8349,-0.0142,-0.2497,-0.0372,0
jobID1387117,11.6207,-0.1371,-0.6507,0.0383,1
jobID1545960,26.0114,1.7684,-0.8305,-3.0000,0
jobID2763569,5.0100,0.8274,-1.3018,0.6361,0
jobID417,7.5602,0.1206,0.1719,-1.6868,0
jobID1178938,9.7637,-0.5943,-0.5968,-3.0000,0
jobID44572,11.8389,-0.1956,-0.2538,-0.3729,0
jobID2078302,66.2387,-1.4014,1.0714,-3.0000,0
jobID2659787,7.4196,2.0200,-0.8297,2.1973,0
jobID1005638,23.7869,0.3149,-0.5985,0.2908,0
jobID3545686,5.0676,2.5599,-0.9366,-2.6886,0
jobID312298,14.7616,2.9445,-0.9073,-3.0000,1
jobID299359,19.1624,3.5086,-0.7574,-3.0000,0
jobID3514224,4.9622,0.1251,0.1843,-3.0000,1
jobID1467821,7.5575,-0.5778,0.3034,-3.0000,0
jobID3373256,12.6029,2.5249,0.0497,1.5061,0
jobID1536281,9.9073,-1.8206,0.2974,-3.0000,1
jobID475613,43.9411,-0.5652,0.4252,-2.7706,1
jobID109413,14.3246,0.0239,-1.0740,-3.0000,0
jobID3259576,34.4188,-1.3080,1.0291,-2.9137,0
jobID1228763,56.1160,-0.8858,1.2877,-3.0000,0
jobID1716664,32.7952,3.6026,-0.1645,-3.0000,1
jobID2491422,10.6397,0.5961,0.7009,-0.1668,0
jobID626003,110.1691,3.4423,0.3480,-3.0000,0
jobID1849924,9.7457,0.5253,0.5875,0.2324,0
jobID853552,7.3306,-0.0386,-0.6915,-0.6394,0
jobID1486576,10.2711,-0.7526,-0.8239,-3.0000,0
jobID3541241,4.9476,2.6296,-1.3433,-2.7312,0
jobID931125,9.8037,-0.1058,0.4111,-3.0000,0
jobID2103398,39.4287,1.2410,1.0181,-3.0000,0
jobID3438122,32.9389,-1.5605,0.7117,-2.9558,0
jobID392361,7.4182,2.6311,-0.8288,-3.0000,0
jobID1254543,12.4103,2.0961,-0.8491,0.4673,0
jobID1228772,54.4715,-1.5044,0.3836,-3.0000,0
jobID239244,14.7832,-1.4422,-0.6477,-3.0000,0
jobID545365,16.8059,2.3617,-0.4474,2.3182,0
jobID1812449,32.3804,-0.4207,-0.4347,-3.0000,0
jobID3495779,5.0226,-0.6496,0.1613,-1.7205,0
jobID824315,22.8092,3.6074,-0.6133,-3.0000,0
jobID3470106,12.6541,3.4946,-0.8229,-3.0000,0
jobID1662567,10.1612,0.9235,-0.2556,-3.0000,0
jobID3044250,24.8717,2.7151,0.0438,2.0456,0
jobID390108,14.8482,2.8499,-0.8267,-3.0000,1
jobID2292490,11.9494,1.0051,0.0139,-3.0000,0
jobID3539555,5.0386,2.5806,-1.4673,-2.7583,0
jobID312417,59.1418,-0.1405,0.9058,-3.0000,0
jobID3178635,5.0730,0.1328,0.1391,-3.0000,1
jobID3543647,5.0037,2.6244,-0.8834,-2.6893,0
jobID2174163,171.4765,0.4398,0.7892,-3.0000,0
jobID2442420,14.8072,1.8824,0.2201,-3.0000,1
jobID2658005,4.9468,-0.6286,0.2995,-2.4649,0
jobID3539759,5.0924,2.5896,-1.4430,-2.5668,0
jobID1927085,10.7262,2.5924,-0.4805,-3.0000,0
jobID588606,7.5680,1.8364,-1.2157,1.4181,0
jobID663129,90.6061,3.7671,0.0450,-3.0000,0
jobID635576,14.7920,1.0543,0.3207,-3.0000,0
jobID3345892,20.2735,2.9332,-0.4130,1.4772,0
jobID481985,29.7817,-1.0245,0.6942,-3.0000,0
jobID532965,11.1693,2.5122,-0.7613,1.7810,0
jobID3322837,20.0586,-0.1670,0.8345,-3.0000,0
jobID712942,75.6815,1.7524,-0.2109,0.4923,0
jobID703804,7.9781,-0.1632,-1.1063,-3.0000,0
jobID3372936,32.6579,-0.9973,1.6441,-2.6085,0
jobID2225464,10.5224,2.7141,0.2915,-3.0000,0
jobID1017775,19.1769,0.2294,-0.0367,0.1378,0
jobID121581,29.1037,2.7486,-0.2458,1.6625,0
jobID2842405,5.2567,-2.1265,0.7116,-3.0000,0
jobID2031953,67.0985,3.4851,-0.8724,1.6858,1
jobID1186409,9.9900,-0.5233,-0.2039,-3.0000,0
jobID174567,7.3177,2.5385,-0.1758,-3.0000,0
jobID249821,60.2796,-0.5263,1.0957,-3.0000,0
jobID2266275,7.9274,-0.1852,-0.1645,-0.5694,0
jobID3379943,4.9732,2.5678,-1.3009,-3.0000,0
jobID829703,15.2702,2.5365,1.1823,-3.0000,0
jobID2728851,5.0980,2.6202,-0.7368,-2.8951,0
jobID698828,15.5367,-0.2741,-0.1143,-3.0000,1
jobID708079,22.0447,2.8356,-0.7072,-3.0000,0
jobID3044450,4.8918,-0.4859,-0.9030,-3.0000,0
jobID2285109,16.1792,1.1056,0.4709,-3.0000,0
jobID648148,15.5719,-0.0979,0.4679,-3.0000,0
jobID3043324,20.0981,-1.4010,-0.4746,-2.9867,0
jobID1117629,22.8466,3.0230,-1.0643,2.3955,0
jobID1440019,9.9586,0.4113,0.0412,-0.0563,0
jobID1002433,10.0449,1.1774,0.6641,-1.2084,1
jobID2029201,32.2935,3.4147,0.1048,0.6134,0
jobID2135630,23.7023,2.9753,-0.8096,-3.0000,0
jobID1293530,64.6017,3.5260,-0.3391,-0.0880,1
jobID925459,9.8953,-1.9813,-0.1943,-3.0000,0
jobID384422,7.9173,0.3202,0.8508,-3.0000,0
jobID540230,15.3210,-1.5111,-0.9492,-1.7120,0
jobID1317178,12.3918,0.6239,-0.3728,1.7795,0
jobID3086098,15.7243,2.3383,0.2499,2.0258,0
jobID531665,38.8582,-1.4447,0.8475,-3.0000,0
jobID579324,22.7348,3.3606,-0.8691,-3.0000,0
jobID630217,7.2227,-0.2744,-0.4482,0.7408,0
jobID3367742,13.0572,2.0354,0.9068,2.2296,1
jobID501626,14.6196,0.3269,0.5175,-3.0000,0
jobID3263617,10.6983,3.1713,-0.9099,-3.0000,0
jobID792688,7.4953,0.5208,0.7939,-3.0000,0
jobID2821859,9.9989,0.6247,-1.1084,-1.9345,0
jobID2587261,34.4575,-0.9989,0.2242,-3.0000,0
jobID1696599,19.1275,0.0342,0.5081,-3.0000,0
jobID1184233,19.0017,-1.5028,0.5832,-3.0000,0
jobID3546063,5.0275,2.6592,-0.9365,-0.6995,0
jobID1036722,144.4847,3.6677,-0.4570,-2.1122,0
jobID1417725,23.9274,2.7025,-0.4145,1.6849,0
jobID265602,7.2758,2.7923,-0.8777,-3.0000,0
jobID672100,58.8871,3.2899,0.0202,2.1375,0
jobID1508642,51.8878,2.2983,-0.6382,-3.0000,1
jobID1108810,18.9172,3.1683,-0.6417,1.6861,0
jobID2286094,52.9567,-1.0502,0.5799,-3.0000,0
jobID390925,7.5414,2.8319,-0.8790,-3.0000,0
jobID3510945,5.2153,0.7641,0.3376,-3.0000,0
jobID141156,58.4756,1.7764,0.6200,1.8657,0
jobID2230385,20.8633,3.0350,0.0583,-3.0000,0
jobID3635594,37.4922,-1.3135,1.0424,-2.9096,0
jobID1239088,85.4666,1.4367,0.9422,-0.5455,0
jobID1009958,8.1404,-1.4302,-0.9849,-1.7531,0
jobID1970838,12.4425,-0.3731,-0.7234,-0.6083,0
jobID678927,7.8190,3.3798,-1.2351,2.2995,0
jobID914261,7.2770,1.9479,0.8386,1.8515,0
jobID1854739,16.1305,1.7220,-1.1405,-3.0000,0
jobID2037494,7.4585,2.4561,-0.0039,-2.0103,0
jobID292668,14.9876,1.2917,0.9914,-3.0000,0
jobID1119836,8.2065,-0.1450,1.0249,-3.0000,0
jobID1126189,15.3218,2.1687,-0.7645,1.0392,0
jobID72049,193.2496,1.7530,0.8007,1.0734,0
jobID1122253,26.8382,3.1849,-0.2283,0.2130,0
jobID1183414,29.2754,3.4564,-0.8202,-3.0000,0
jobID639057,15.0908,-1.9275,0.2542,-3.0000,0
jobID2008593,8.1167,0.0213,0.3198,-3.0000,0
jobID1431462,9.6729,0.4507,0.4590,0.1484,0
jobID2432972,14.8696,3.1509,-0.9196,-3.0000,1
jobID1034220,44.3017,2.8334,-1.1695,1.9142,0
jobID3079391,10.3487,1.2065,0.9278,-3.0000,0
jobID29762,7.5149,-0.2541,-0.1132,-2.0339,0
jobID2155001,49.8556,0.3782,-0.1987,0.3345,0
jobID2408088,3.6825,-1.5974,-1.0336,-1.9447,0
jobID67029,7.6218,0.0271,0.0685,-3.0000,0
jobID492986,7.3839,3.0087,-0.4339,-3.0000,0
jobID2095261,80.2268,-1.0991,-0.4026,-3.0000,0
jobID1194937,65.7218,3.1802,-0.3322,-3.0000,0
jobID893722,44.7101,-1.8294,-1.0970,-2.9534,0
jobID359576,29.7933,2.8150,-0.2339,-0.9867,0
jobID1848427,9.6096,0.4249,0.1556,-0.0794,0
jobID535629,18.9726,0.1947,-0.4235,0.1646,0
jobID1003863,37.9643,3.2732,-0.2766,-3.0000,0
jobID1639805,19.7616,2.8839,-0.7177,-0.4273,0
jobID240367,14.8680,-1.9574,-0.7129,-3.0000,0
jobID1669725,9.8461,0.5286,0.4248,-0.0562,0
jobID2351639,9.9047,0.0515,0.1612,-0.1908,1
jobID419668,15.1814,0.9041,0.1809,-3.0000,0
jobID426376,37.1898,3.4116,-0.4243,-1.0098,0
jobID2567584,42.5881,3.5434,-0.0495,-2.9704,0
jobID679596,7.4895,-0.2603,-1.0194,-0.0203,0
jobID3373738,32.7542,-1.4184,0.1032,-2.9918,0
jobID535572,120.8727,2.5117,0.0687,-3.0000,0
jobID1897936,23.5518,-2.7246,-0.2712,-3.0000,0
jobID1750852,119.9568,1.4437,0.8900,1.0030,0
jobID1518013,15.1838,1.6280,0.9277,-3.0000,0
jobID2490181,5.4244,-0.5315,-0.0575,-3.0000,0
jobID385166,62.1459,3.9883,0.2290,-2.9939,0
jobID1463146,8.0952,-0.8435,0.3643,-3.0000,0
jobID757066,7.4536,-1.9310,-0.9955,-1.8945,0
jobID233902,22.6526,2.8206,-0.3929,-3.0000,0
jobID2451414,9.7108,0.4699,0.0042,0.0181,0
jobID178925,7.3687,1.4012,-0.7042,-3.0000,0
jobID2665174,5.0655,2.6047,-1.4679,-2.6852,0
jobID3470617,12.0775,2.7899,-1.4459,-3.0000,0
jobID1785185,43.8992,3.1067,-0.9806,-3.0000,0
jobID2000181,9.8331,0.4867,0.3439,-0.1365,0
jobID3476347,12.3784,3.0644,-0.4720,-3.0000,0
jobID1296400,87.6455,-1.4934,0.7001,-3.0000,0
jobID617104,14.8073,2.6358,-0.5289,-3.0000,0
jobID1329604,7.9310,-1.8221,0.6421,-3.0000,0
jobID1196922,45.0565,3.6419,-0.8398,-3.0000,0
jobID2408023,11.7920,-1.2234,0.8360,-2.9800,0
jobID3566694,10.5100,0.8215,0.5215,-3.0000,0
jobID2108179,8.2721,-0.1976,-0.4815,-1.1679,0
jobID3545293,5.1246,2.6640,-1.1185,-0.6501,0
jobID1442754,18.5723,-0.3740,0.5069,-0.7738,0
jobID564408,18.6870,3.7497,-0.5342,-2.1872,0
jobID699255,7.4338,2.7349,-0.9319,-3.0000,0
jobID2393620,9.8361,0.5910,-0.6459,0.2913,0
jobID77721,30.9132,3.5699,0.1787,-3.0000,0
jobID1403699,31.2979,3.3250,-0.5917,-3.0000,1
jobID1987751,20.6075,0.3637,-0.3291,0.2512,0
jobID1892634,10.1665,2.5381,-0.8051,2.5227,0
jobID2267269,11.7857,2.6451,-1.2257,1.4192,0
jobID275957,7.2775,2.1308,-1.2578,-1.4747,0
jobID2545542,61.9678,3.6880,-0.1248,-3.0000,0
jobID1791266,7.5249,-2.4746,-0.1694,-3.0000,0
jobID2623629,38.0661,3.2769,-0.4188,1.7621,0
jobID164494,7.1929,-1.8315,-1.1625,-1.5808,0
jobID868021,8.1390,1.3994,-0.0218,0.8585,1
jobID381068,29.5541,2.8237,-0.3432,-2.6128,0
jobID2587331,5.3092,1.4058,-1.4066,-1.0991,1
jobID1271610,10.2425,2.5782,-0.9493,-3.0000,0
jobID894850,145.6613,-1.2295,-0.3052,-2.9865,0
jobID2122441,38.9150,2.9585,0.2147,2.2144,0
jobID2525487,8.0821,-0.0158,0.6793,-3.0000,0
jobID425670,14.7843,2.8086,-0.9736,-3.0000,0
jobID1461485,31.6429,3.3194,0.6758,-3.0000,0
jobID678756,58.6188,2.7327,0.0084,2.3698,0
jobID863081,42.0695,3.6879,-0.5777,-0.9686,1
jobID498462,30.0146,2.7717,-0.4816,1.5328,0
jobID1940721,7.4579,3.2080,0.6754,-1.3063,0
jobID1967947,17.2727,2.5816,-0.6534,-2.9841,0
jobID1846900,28.7633,3.0409,-0.7912,-3.0000,0
jobID1606364,9.8800,-0.7225,1.1154,-3.0000,0
jobID917201,43.5647,2.8500,-0.9284,-3.0000,0
jobID2130430,7.4789,1.8985,-0.8215,-0.3380,0
jobID1696453,21.5309,2.7688,-0.5323,2.7552,0
jobID2068986,67.3905,3.4585,0.4536,2.5711,1
jobID451625,15.0687,0.2848,-0.2871,-1.4299,0
jobID567658,7.3945,-2.3876,-0.4174,-3.0000,0
jobID2222816,15.2751,0.8788,0.8955,0.5924,1
jobID1239979,7.8675,2.0596,-0.6768,-0.0866,0
jobID2146787,10.8966,3.3840,-0.4036,0.3256,0
jobID1912929,9.7768,1.6441,-0.9417,1.6179,0
jobID2393621,9.8425,0.4772,-0.7212,0.1781,0
jobID475024,29.1527,1.7490,-0.7654,-3.0000,0
jobID481183,15.1650,2.9668,-0.8689,-3.0000,1
jobID1331024,7.4039,1.3328,0.4538,-0.6504,0
jobID1849083,9.7922,0.5221,0.5728,-0.0147,0
jobID557960,30.0240,-1.1634,1.1458,-3.0000,0
jobID495828,7.4199,1.9313,-1.1645,-1.2653,0
jobID635003,19.4617,-0.2164,0.7780,-3.0000,0
jobID631780,15.4077,-1.1161,1.1306,-3.0000,0
jobID299365,18.6767,3.4637,-0.2527,-3.0000,0
jobID1432047,9.7665,1.7970,-1.0905,-0.9487,0
jobID1604025,29.6120,3.3815,0.0829,-1.6584,0
jobID675662,7.4032,0.0015,-1.2456,0.1080,0
jobID656783,30.1523,2.7061,0.5815,1.8864,0
jobID857383,8.6271,-2.2204,0.0173,-3.0000,0
jobID213890,26.3965,-0.9463,0.2578,-1.5997,0
jobID1272956,31.1886,1.6827,-0.4713,0.5228,0
jobID137172,29.6053,3.3291,-0.0567,-3.0000,0
jobID1418039,7.8395,2.4598,-1.0180,0.3487,0
jobID1971537,7.8553,2.0554,-1.0285,-0.0578,0
jobID19575,15.2224,-1.0188,0.9197,-3.0000,0
jobID51567,22.4618,-1.2046,0.2042,-3.0000,0
jobID648973,15.6655,0.9109,0.9991,-3.0000,0
jobID276844,25.5832,1.2848,-0.4085,3.3240,0
jobID1911388,10.1297,-0.2054,-0.1892,-3.0000,0
jobID1219248,235.5426,2.6341,0.6337,-2.4511,0
jobID620413,7.2980,2.0037,0.3012,-3.0000,0
jobID1824945,24.2191,-1.3407,0.9231,-3.0000,0
jobID845670,77.1915,3.2415,1.0866,-3.0000,0
jobID688665,7.7605,3.1597,0.7196,-1.3440,0
jobID738851,19.5205,-0.1915,-0.2274,-0.2543,0
jobID2075610,19.4847,3.5698,-1.0652,-0.8666,0
jobID1017888,17.2801,0.6305,-0.6070,-3.0000,0
jobID1183109,29.1817,2.2070,-0.5233,-3.0000,0
jobID495435,14.9189,-1.6558,-0.9375,-3.0000,0
jobID1549301,27.6827,0.3896,0.5342,-0.7182,0
jobID1896538,17.9031,0.7048,0.9089,-2.9539,1
jobID255109,29.8448,2.7183,-0.2320,1.9667,0
jobID1343276,9.8813,0.5535,0.4055,0.0604,0
jobID2287296,8.1566,1.8976,-0.9864,-0.3663,0
jobID2142192,19.5330,0.1579,-0.7225,0.1339,0
jobID137978,14.5468,3.1863,-0.7480,-3.0000,0
jobID235791,22.3834,3.7508,-0.6216,-3.0000,0
jobID267627,21.3554,3.7071,-0.5116,-3.0000,0
jobID1852210,19.7546,2.3720,0.6475,2.3276,0
jobID2584320,34.3295,-1.2882,1.0389,-2.9175,0
jobID2207744,268.5557,-1.0334,0.3647,-3.0000,0
jobID2493789,10.0542,1.5142,0.9461,-0.7050,1
jobID881307,66.7933,-0.2082,-0.1994,-3.0000,0
jobID2663236,5.1330,2.5852,-1.2418,-2.6738,0
jobID844293,7.2284,-1.0607,-0.9930,-3.0000,1
jobID398708,7.3738,-0.7025,-0.6197,-0.3432,0
jobID3433480,12.5844,2.0399,0.9956,2.2296,1
jobID2287844,31.4508,3.2093,-0.5817,-3.0000,0
jobID2048488,7.9780,0.6507,0.2344,-3.0000,0
jobID3637882,37.0791,-1.2834,1.0275,-2.9096,0
jobID1497395,22.9840,3.0662,-0.8040,-3.0000,0
jobID3505061,32.6539,-1.3252,0.7341,-2.9322,0
jobID1567734,122.0130,-1.4667,-0.3238,-3.0000,0
jobID2638132,9.8413,2.6117,-1.1945,-1.1889,0
jobID2080143,55.1276,0.3017,-0.0055,0.2174,1
jobID186515,10.7771,-0.0232,0.0684,-3.0000,0
jobID647666,15.9574,0.9122,0.9813,-3.0000,0
jobID137136,11.0876,2.6745,-0.6690,2.0209,0
jobID917564,22.1897,1.1285,-1.5205,0.5059,0
jobID2588744,33.6473,-1.3055,0.9648,-2.9210,0
jobID744206,7.7274,2.4678,-1.0121,-1.7041,0
jobID1404929,15.5669,-1.0362,1.3561,-3.0000,0
jobID1343206,10.1815,-0.4093,-0.5692,-0.6014,0
jobID1488029,29.2033,2.4026,-0.7378,0.4687,0
jobID1098537,55.7149,0.4073,0.5072,0.8285,0
jobID3167186,16.7884,2.9842,-0.4830,-3.0000,0
jobID2336482,7.9256,-0.9803,-0.8144,-1.2624,0
jobID157109,7.8519,2.9284,-0.9175,-1.8735,0
jobID1352532,28.7239,2.0435,-0.0556,1.6522,0
jobID413529,22.2536,3.8018,-0.3937,-3.0000,0
jobID691055,18.2230,-1.6059,-0.4865,-3.0000,0
jobID2384623,67.7481,3.4856,-0.0795,0.3448,1
jobID2583863,10.3040,-1.7170,0.2476,-3.0000,0
jobID617634,116.7074,3.6297,0.3892,-3.0000,1
jobID830033,15.5129,1.0466,0.9151,-3.0000,0
jobID884480,37.6314,3.2704,-0.8044,-3.0000,0
jobID2585840,33.9849,-1.3055,0.9399,-3.0000,0
jobID271937,30.4725,-1.5044,-0.6544,-2.5075,0
jobID178508,14.7186,0.0977,-1.0061,0.0699,0
jobID1850442,9.7609,0.5096,0.5260,0.4857,0
jobID895686,45.5549,-0.6225,0.8515,-3.0000,0
jobID1814509,7.8336,2.3339,-0.2903,0.7217,0
jobID1228964,55.2887,0.1041,-0.3076,-0.0259,0
jobID416369,58.4825,0.7321,1.6530,-2.7646,0
jobID1281257,9.7279,0.1855,-0.4096,-2.2804,1
jobID2554009,10.0567,0.5816,-0.6070,-0.5198,0
jobID1242863,23.6811,3.2562,-0.0334,-3.0000,0
jobID2107174,8.3184,-1.2412,-1.0798,-1.5704,0
jobID561370,7.4528,0.8114,-0.4104,-0.9655,0
jobID3355071,24.8671,1.5043,1.3282,-3.0000,0
jobID2587216,33.9554,-1.0567,1.2996,-2.7264,0
jobID776615,90.0737,1.6574,-0.1811,-3.0000,0
jobID3366683,10.0541,2.1559,-0.9521,1.3221,0
jobID1418053,64.0409,0.9044,0.0662,-1.3713,0
jobID3587109,8.1445,0.3803,0.4741,-3.0000,0
jobID1726909,15.8408,2.0182,-0.9785,-2.9826,0
jobID2026019,26.8682,0.3123,0.6376,-3.0000,0
jobID3086449,5.1460,0.1121,0.2464,-3.0000,1
jobID345089,14.9908,-1.6617,-0.6975,-2.0938,0
jobID2665725,5.0892,2.5100,-1.0384,-2.5520,0
jobID2583140,33.8042,-1.1531,1.1065,-2.7616,0
jobID304919,7.7375,3.0232,-0.6289,-3.0000,0
jobID1118262,9.8151,-2.1570,-1.1411,-3.0000,0
jobID1003338,10.1634,3.2366,-0.4958,1.1954,0
jobID3548450,4.9651,2.6032,-1.3046,-0.8353,0
jobID381039,29.7608,-1.2796,0.6306,-3.0000,0
jobID11365,147.1053,2.1471,1.1296,-0.8841,0
jobID1467619,22.1884,3.4011,-0.9055,-0.9830,1
jobID2074684,10.1059,0.4845,0.2442,0.0382,0
jobID2457118,20.7722,2.8188,-0.9414,-3.0000,0
jobID1082979,36.0112,3.1508,-0.4170,-3.0000,1
jobID931256,9.9085,0.4572,0.4595,0.1586,0
jobID1746319,15.4358,3.2642,-0.3978,-3.0000,0
jobID2031994,35.8402,3.2247,-0.9420,-3.0000,0
jobID2643679,10.0381,-0.0109,-0.7897,-0.2160,0
jobID1881230,10.5507,-1.9921,-1.3909,-3.0000,0
jobID1269703,10.2927,2.5104,-0.1553,-3.0000,0
jobID1046076,25.2815,3.1335,-1.2911,1.5764,0
jobID2281144,9.8797,0.4790,0.3564,-0.1277,0
jobID1466302,7.7623,-0.0710,-0.7054,-1.5509,0
jobID2031606,33.8165,0.6867,0.6718,-3.0000,0
jobID1255152,12.5078,2.0036,-0.8796,0.1761,0
jobID1687822,16.7671,2.9790,-1.1106,1.9632,0
jobID1108361,18.1180,0.0773,-0.9836,0.0633,0
jobID472074,32.2888,2.7526,-0.2628,1.5981,0
jobID2189776,20.2770,2.8862,-0.7013,-3.0000,0
jobID874911,9.8963,0.3583,0.8021,-3.0000,0
jobID1405779,16.0024,-1.0474,0.9671,-3.0000,0
jobID191821,28.9509,1.1582,-0.5125,3.3171,0
jobID387718,7.1897,-1.9283,-0.0104,-3.0000,0
jobID1990939,20.5824,-0.6603,1.0967,-3.0000,0
jobID1358640,24.4213,0.1037,0.1732,-0.1755,0
jobID2588848,33.6936,-1.2933,0.9935,-2.9210,0
jobID1115023,9.5631,-1.3345,-1.0570,-1.5595,0
jobID1652078,16.5449,2.0562,-0.9827,0.3675,0
jobID3009171,10.0116,2.3415,-0.0666,1.5987,0
jobID185955,7.7050,2.8549,-0.5881,-3.0000,0
jobID509956,22.3959,3.3150,-0.7676,-3.0000,0
jobID2587416,33.7877,-1.2107,1.1823,-2.9210,0
jobID501319,15.4961,0.7057,0.8302,-3.0000,0
jobID504516,7.2901,3.0553,-0.5859,-3.0000,0
jobID2923109,19.0886,3.7539,0.2732,0.9933,0
jobID2657384,15.2538,0.3436,0.7416,-3.0000,0
jobID898724,10.0607,2.6258,-1.3055,-0.3710,0
jobID553532,7.5497,0.8074,0.1154,-0.1977,1
jobID1740726,15.3190,2.1350,-0.8372,0.8438,0
jobID1150323,32.6368,-1.5400,-0.7110,-3.0000,0
jobID2235856,32.4037,2.7489,-0.2404,1.7712,0
jobID747192,104.5826,3.6070,0.4859,-3.0000,0
jobID2047736,15.9391,0.5009,0.5566,-3.0000,0
jobID2861698,19.7263,1.1040,-0.2956,-3.0000,0
jobID2230356,25.6369,3.0382,-0.2534,-3.0000,0
jobID3175573,5.0758,0.5542,0.5864,-3.0000,1
jobID415418,7.5756,-1.8124,0.7270,-3.0000,0
jobID1921090,13.0285,-1.7560,0.7984,-3.0000,0
jobID1820718,25.1659,2.9583,-0.8407,-3.0000,0
jobID101943,327.3519,-0.5403,0.6368,-2.9978,0
jobID2298931,23.5245,2.2700,0.3688,2.5604,0
jobID3417438,15.0454,3.6659,-0.7669,0.9031,0
jobID3503560,32.4008,-1.2502,0.9477,-2.9297,0
jobID1737093,7.6491,-0.9114,-0.1717,-1.1537,0
jobID1331225,32.4131,3.0664,-0.2595,-3.0000,0
jobID2271133,7.3147,0.7951,-0.1791,0.0314,0
jobID1315834,12.0623,1.3771,0.9799,1.1534,0
jobID671893,7.5628,-0.3894,-0.1169,-2.6372,0
jobID226579,33.1999,0.9844,-0.3293,3.0355,0
jobID403392,7.3443,3.0537,-1.0799,-3.0000,0
jobID1502693,31.2512,1.0505,0.6854,-3.0000,0
jobID2103418,90.9457,-2.5646,-0.6778,-3.0000,0
jobID3155281,10.2388,1.2346,0.9884,-3.0000,0
jobID1536070,9.6775,0.7256,0.6777,0.4233,0
jobID1134671,12.1574,0.6291,-0.2705,-1.9168,0
jobID389588,14.6655,2.9627,-1.0439,-3.0000,0
jobID1258215,7.7878,1.3855,-1.1697,-0.1006,0
jobID2622514,39.5423,3.5032,-0.4791,-3.0000,0
jobID99763,7.3808,-1.8921,-0.2633,-3.0000,0
jobID231465,59.9016,3.4821,0.2373,-2.4065,0
jobID1467198,23.6519,2.2701,-0.5701,-3.0000,0
jobID1583154,43.0777,3.2794,-0.5494,-0.3395,1
jobID1078446,9.8587,0.5684,0.4209,0.0652,0
jobID2658303,33.1031,-1.2483,1.0701,-2.9001,0
jobID581418,7.2168,3.2623,0.6919,-1.2434,0
